No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
323,SDSS J123610.39+621631.0,12h36m10.3903s,+62d16m31.028s,189.0432932112,62.2752855568,VisS,9888.354434672,0.032984,SLS,3,0,15,2,1,4,0,0,0,0
324,SDSS J123648.43+620753.4,12h36m48.4560s,+62d07m53.184s,189.2019,62.13144,G,61721.2715528325,0.205880001,UUN,10,0,53,5,2,4,0,0,0,0
325,WISEA J132909.51+512442.3,13h29m09.5186s,+51d24m42.353s,202.2896612,51.4117649,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
326,2MASX J13351793+5117449,13h35m17.9697s,+51d17m45.535s,203.824874,51.295982,G,9228.4099047632,0.030782662,SLS,12,0,58,10,8,10,0,0,1,1
327,WISEA J130315.44+513057.4,13h03m15.4468s,+51d30m57.409s,195.814362,51.5159471,G,7719.39557364646,0.025749132,SLS,9,0,45,13,8,6,0,0,1,0
328,WISEA J131037.57+514241.7,13h10m37.5799s,+51d42m41.772s,197.656583,51.7116034,G,16576.424380194,0.055293,SLS,17,0,64,10,7,10,0,0,1,1
329,WISEA J133554.86+541547.8,13h35m54.8635s,+54d15m47.867s,203.9785983,54.2632964,G,15420.61053347,0.05143762,SLS,16,0,66,10,7,10,0,0,1,1
330,WISEA J115515.57+552108.5,11h55m15.5731s,+55d21m08.502s,178.814888,55.3523618,G,15408.2530883512,0.0513964,SLS,28,0,62,11,10,10,0,1,1,1
331,WISEA J130457.84+534650.9,13h04m57.8420s,+53d46m50.943s,196.2410084,53.7808176,G,8619.59677732104,0.02875188,SLS,38,0,69,18,14,10,0,1,1,1
332,WISEA J132223.55+521632.8,13h22m23.5566s,+52d16m32.849s,200.5981527,52.2757914,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
333,WISEA J124719.92+504839.6,12h47m19.9286s,+50d48m39.669s,191.833036,50.8110194,G,20268.8271829247,0.06760953,SLS,18,0,66,10,8,10,0,0,1,1
334,WISEA J125638.25+515847.6,12h56m38.2578s,+51d58m47.697s,194.1594078,51.979916,G,9968.98841293043,0.033252966,SLS,15,0,66,10,8,10,0,0,1,1
335,ZTF18aamsecj,13h15m43.6888s,+55d47m04.533s,198.9320367,55.7845925,G,24235.522097178,0.080841,SUN,31,0,82,20,14,15,0,2,1,1
336,WISEA J123142.97+504019.1,12h31m42.9766s,+50d40m19.136s,187.9290692,50.6719824,G,9106.99455885811,0.030377664,SLS,23,0,68,8,6,10,1,1,1,1
337,WISEA J125459.12+504436.3,12h54m59.1211s,+50d44m36.352s,193.746338,50.7434312,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
338,SDSS J115147.57+502410.8,11h51m47.5776s,+50d24m10.864s,177.94824,50.403018,G,9904.48027098782,0.03303779,SLS,15,0,24,8,7,4,0,0,0,1
339,WISEA J123124.07+504332.6,12h31m24.0707s,+50d43m32.637s,187.8502949,50.7257327,G,62032.156031986,0.206917,SLS,4,0,46,5,1,6,0,0,1,0
340,2MASX J13375677+5152249,13h37m56.7751s,+51d52m25.057s,204.486563,51.873627,G,19260.2354164753,0.06424523,SLS,18,0,54,8,7,10,0,0,1,1
341,WISEA J123053.00+505250.7,12h30m53.0005s,+50d52m50.736s,187.7208357,50.88076,G,13206.9520173717,0.04405365,SLS,23,0,66,10,8,10,1,0,1,1
342,2MASX J12351900+5040014,12h35m18.9936s,+50d40m01.952s,188.82914,50.667209,G,12595.144562859,0.04201288,SLS,21,0,53,15,12,10,0,0,1,1
343,WISEA J121929.16+514633.5,12h19m29.1616s,+51d46m33.538s,184.8715069,51.7759829,G,17141.7010473005,0.05717856,SLS,26,0,66,15,12,10,0,0,1,1
344,WISEA J115057.53+503710.3,11h50m57.5349s,+50d37m10.367s,177.739729,50.6195466,G,7203.34542772849,0.024027774,SLS,23,0,66,17,14,10,0,0,1,1
345,WISEA J130802.13+554457.0,13h08m02.1359s,+55d44m57.084s,197.0088997,55.7491902,*,0.0,0.0,SLS,1,0,26,5,1,4,0,0,0,0
346,WISEA J133633.92+513503.8,13h36m33.9287s,+51d35m03.883s,204.1413697,51.584412,G,20364.6168691049,0.06792905,SLS,18,0,70,11,8,10,0,0,1,1
347,WISEA J122727.28+503336.2,12h27m27.2840s,+50d33m36.234s,186.8636835,50.5600651,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
348,WISEA J130507.74+513513.6,13h05m07.7479s,+51d35m13.630s,196.282283,51.5871195,*,0.0,0.0,SLS,1,0,26,5,1,4,0,0,0,0
349,WISEA J125938.28+504146.1,12h59m38.2851s,+50d41m46.167s,194.9095213,50.6961577,G,16347.1131290698,0.0545281,SLS,14,0,60,7,5,10,0,0,1,1
350,WISEA J130431.08+512503.6,13h04m31.0889s,+51d25m03.657s,196.1295371,51.4176826,G,28546.7624875615,0.09522175,SLS,17,0,57,9,5,8,0,0,1,1
351,WISEA J121243.92+513303.2,12h12m43.9201s,+51d33m03.267s,183.1830008,51.5509077,G,26105.627450182,0.087079,SLS,6,0,27,5,2,2,0,0,1,0
352,WISEA J130532.10+534303.2,13h05m32.1045s,+53d43m03.216s,196.383769,53.7175602,G,9012.15851248685,0.030061325,SLS,15,0,48,9,8,8,0,0,0,1
353,LCSB S1827P,13h04m22.3332s,+51d45m38.055s,196.093055,51.760571,G,31381.3331551219,0.10467686,SLS,18,0,54,8,7,10,0,0,1,1
354,WISEA J115423.35+550945.0,11h54m23.3597s,+55d09m45.055s,178.5973322,55.1625155,G,14980.2094168188,0.0499686,SLS,18,0,66,16,13,10,0,0,1,1
355,WISEA J132107.67+510142.2,13h21m07.6741s,+51d01m42.209s,200.2819754,51.0283915,G,8833.72563899475,0.029466137,SLS,12,0,56,10,7,8,0,0,0,1
356,WISEA J132943.41+512531.2,13h29m43.4168s,+51d25m31.296s,202.4309037,51.4253601,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
357,2MASS J11541814+5151177,11h54m18.1447s,+51d51m17.737s,178.575603,51.854927,*,0.0,0.0,SLS,1,0,11,3,1,4,0,0,0,0
358,WISEA J115228.42+501550.9,11h52m28.4274s,+50d15m50.970s,178.1184478,50.2641584,G,23247.9158027886,0.0775467,SLS,17,0,67,9,6,10,0,0,1,1
359,WISEA J125446.32+520201.6,12h54m46.3209s,+52d02m01.637s,193.6930041,52.0337883,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
360,WISEA J130442.73+512328.1,13h04m42.7393s,+51d23m28.185s,196.1780807,51.3911627,G,30144.2006041653,0.10055023,SLS,20,0,66,8,6,10,0,0,1,1
361,2MASX J12484384+5502207,12h48m43.8720s,+55d02m20.925s,192.1828,55.039146,G,26205.3624051094,0.08741168,SLS,14,0,59,5,4,12,0,0,2,1
362,HETDEX J130535.53+503233.0,13h05m35.5296s,+50d32m32.967s,196.39804,50.542491,G,0.0,0.0,SLS,1,0,0,2,1,0,0,0,0,0
363,WISEA J132537.58+505158.2,13h25m37.5847s,+50d51m58.206s,201.406603,50.8661685,G,23523.550984523,0.07846612,SLS,15,0,55,9,6,8,0,0,0,1
364,WISEA J125826.92+511520.4,12h58m26.9233s,+51d15m20.472s,194.6121807,51.2556869,G,16129.6364850176,0.053802676,SLS,16,0,66,8,5,10,0,0,1,1
365,WISEA J123735.50+503514.3,12h37m35.5056s,+50d35m14.304s,189.3979402,50.5873069,G,36044.6588019543,0.12023204,SLS,18,0,56,14,10,8,0,0,0,1
366,WISEA J131652.37+514632.7,13h16m52.3757s,+51d46m32.710s,199.2182323,51.775753,G,25804.935614808,0.086076,SLS,3,0,44,5,1,6,0,0,1,0
367,WISEA J125844.68+502822.8,12h58m44.6843s,+50d28m22.822s,194.6861848,50.4730061,G,36730.57195416,0.12252,SLS,7,0,46,6,3,6,0,0,1,0
368,WISEA J121101.25+510200.3,12h11m01.2546s,+51d02m00.302s,182.7552278,51.0334173,*,0.0,0.0,SLS,1,0,30,8,3,4,0,0,0,0
369,WISEA J125454.96+504334.7,12h54m54.9621s,+50d43m34.772s,193.7290091,50.7263256,G,35968.0648268599,0.11997655,SLS,5,0,31,8,5,2,0,0,1,0
370,WISEA J120031.67+521949.9,12h00m31.6713s,+52d19m49.962s,180.1319639,52.330545,G,27924.1984796558,0.0931451,SLS,18,0,47,9,8,6,0,0,1,1
371,WISEA J120413.88+502704.8,12h04m13.8889s,+50d27m04.865s,181.0578704,50.4513516,G,0.0,0.0,SLS,3,0,20,6,2,0,0,0,0,0
372,WISEA J120810.02+520641.6,12h08m10.0288s,+52d06m41.672s,182.041787,52.1115757,G,18029.4764531759,0.06013986,SLS,15,0,65,8,5,10,0,0,1,1
373,ZTF18aalqdkb,12h55m44.7368s,+55d18m43.461s,193.9364034,55.3120725,G,19242.57164485,0.06418631,SLS,19,0,48,11,9,6,0,0,1,1
374,WISEA J115408.26+552049.1,11h54m08.2623s,+55d20m49.182s,178.5344265,55.346995,G,24208.5707552038,0.0807511,SLS,14,0,47,11,9,6,0,0,1,1
375,WISEA J121223.51+511328.6,12h12m23.5149s,+51d13m28.686s,183.097979,51.2246352,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
376,WISEA J122242.19+511449.1,12h22m42.1999s,+51d14m49.114s,185.6758332,51.2469761,G,9234.72773102309,0.030803736,SLS,18,0,57,16,13,8,0,0,0,1
377,WISEA J123037.64+513440.8,12h30m37.6492s,+51d34m40.831s,187.6568719,51.5780088,G,13220.733476666,0.04409962,SLS,16,0,51,8,6,8,0,0,0,1
378,WISEA J123304.68+511318.2,12h33m04.6816s,+51d13m18.277s,188.2695067,51.2217438,G,18761.7839872194,0.062582575,SLS,14,0,67,10,6,10,0,0,1,1
379,WISEA J124041.00+505619.5,12h40m41.0003s,+50d56m19.579s,190.1708346,50.938772,G,35369.51419484,0.11798,SLS,6,0,32,7,2,2,0,0,1,0
380,WISEA J122451.34+504938.9,12h24m51.3413s,+50d49m38.910s,186.2139224,50.827475,G,27671.8541739835,0.09230337,SLS,22,0,67,8,6,10,1,0,1,1
381,WISEA J124251.85+553007.6,12h42m51.8594s,+55d30m07.663s,190.716081,55.5021288,G,9636.63909357654,0.032144368,SLS,15,0,62,9,8,10,0,0,1,1
382,WISEA J133631.60+513501.9,13h36m31.6079s,+51d35m01.905s,204.1316997,51.5838625,G,19897.8115317154,0.066371955,SLS,16,0,70,10,7,10,0,0,1,1
383,WISEA J124735.60+511556.9,12h47m35.6086s,+51d15m56.936s,191.8983692,51.2658156,G,13159.0880529048,0.043893993,SLS,11,0,60,9,5,8,0,0,0,1
384,WISEA J130428.68+534358.9,13h04m28.6887s,+53d43m58.956s,196.1195365,53.7330435,G,8649.88031246591,0.028852895,SLS,14,0,39,7,4,4,0,0,0,1
385,SDSS J134121.37+550827.8,13h41m21.3864s,+55d08m27.895s,205.33911,55.141082,G,2008.94292775103,0.0067011123,SLS,17,0,21,10,9,4,0,0,0,1
386,WISEA J125116.43+511949.1,12h51m16.4314s,+51d19m49.186s,192.8184645,51.3303296,G,36506.2972163302,0.1217719,SUN,18,0,66,9,7,10,1,0,1,1
387,WISEA J115630.96+505317.6,11h56m30.9662s,+50d53m17.624s,179.1290262,50.8882291,G,19328.9418519998,0.06447441,SLS,16,0,66,7,4,10,0,0,1,1
388,2MASX J12350112+5100184,12h35m01.2792s,+51d00m17.092s,188.75533,51.004748,G,12388.6103435238,0.041323956,SLS,14,0,54,7,3,10,0,0,1,1
389,WISEA J115410.07+513417.9,11h54m10.0732s,+51d34m17.957s,178.541972,51.5716549,G,9455.82676734529,0.031541243,SLS,13,0,51,10,7,6,0,0,1,1
390,WISEA J131000.14+511747.4,13h10m00.1426s,+51d17m47.495s,197.5005942,51.2965266,G,13047.3305210342,0.04352121,SLS,12,0,54,7,4,8,0,0,0,1
391,WISEA J124426.22+511722.6,12h44m26.2255s,+51d17m22.673s,191.1092733,51.2896315,G,31368.0313637604,0.10463249,SLS,25,0,71,13,9,10,0,0,1,1
392,WISEA J123811.48+515636.4,12h38m11.4864s,+51d56m36.433s,189.5478602,51.9434537,G,32623.1559590838,0.108819135,SLS,12,0,51,9,7,8,0,0,0,1
393,WISEA J123316.05+504957.9,12h33m16.0532s,+50d49m57.906s,188.3168884,50.8327518,G,11700.3459190701,0.039028153,SLS,15,0,62,7,5,10,0,0,1,1
394,WISEA J134146.51+515420.4,13h41m46.5132s,+51d54m20.404s,205.443805,51.905668,G,30658.5065575627,0.10226577,SLS,15,0,47,6,4,8,0,0,0,1
395,WISEA J120559.63+512813.8,12h05m59.6335s,+51d28m13.841s,181.4984729,51.4705114,G,25398.2653467763,0.084719494,SLS,21,0,68,12,10,10,0,0,1,1
396,WISEA J125812.85+510346.3,12h58m12.8585s,+51d03m46.357s,194.5535773,51.062877,G,28533.1219307225,0.09517625,SLS,17,0,63,7,6,10,0,0,1,1
397,WISEA J115441.94+550729.0,11h54m41.9426s,+55d07m29.038s,178.6747612,55.1247329,G,15566.72338165,0.051925,SLS,14,0,54,9,7,8,0,0,0,1
398,SDSS J115950.56+520643.7,11h59m50.5680s,+52d06m43.750s,179.9607,52.112153,G,25309.9857614614,0.084425025,SLS,11,0,35,4,4,8,0,0,0,1
399,WISEA J130527.39+514221.4,13h05m27.3992s,+51d42m21.409s,196.3641636,51.705947,G,43669.1035087181,0.14566445,SLS,12,0,66,10,8,10,0,0,1,1
400,WISEA J120023.58+511054.8,12h00m23.5851s,+51d10m54.844s,180.0982714,51.1819011,G,18533.7507513436,0.061821938,SLS,15,0,65,10,7,10,0,0,1,1
401,WISEA J120749.73+505917.9,12h07m49.7333s,+50d59m17.912s,181.9572223,50.9883091,G,28261.7539948353,0.094271064,SLS,17,0,70,12,8,10,0,0,1,1
402,WISEA J125740.67+505753.5,12h57m40.6701s,+50d57m53.532s,194.4194589,50.9648701,G,29130.3234966814,0.0971683,SLS,15,0,48,9,8,8,0,0,0,1
403,ZTF18aakscuy,12h04m47.9601s,+51d51m08.240s,181.199834,51.8522891,G,18122.5521182338,0.060450327,SLS,21,0,70,11,8,10,1,0,1,1
404,WISEA J115950.45+520716.1,11h59m50.4534s,+52d07m16.185s,179.9602226,52.1211627,G,25208.4940227301,0.084086485,SLS,15,0,62,7,4,10,0,0,1,1
405,WISEA J120643.87+504626.0,12h06m43.8793s,+50d46m26.067s,181.6828306,50.7739075,G,17439.9384818208,0.058173373,SLS,18,0,70,9,5,10,0,0,1,1
406,WISEA J122152.85+560236.7,12h21m52.8580s,+56d02m36.729s,185.4702419,56.043536,G,10931.153719749,0.036462404,SLS,15,0,53,7,5,8,0,0,1,1
407,WISEA J125615.46+551332.6,12h56m15.4676s,+55d13m32.687s,194.0644484,55.2257464,G,9577.90585375239,0.031948455,SLS,17,0,66,11,9,10,0,0,1,1
408,WISEA J130529.65+512354.6,13h05m29.6573s,+51d23m54.694s,196.3735721,51.3985262,G,28474.0400322697,0.094979174,SLS,15,0,58,8,5,8,0,0,0,1
409,WISEA J130546.23+553116.3,13h05m46.2300s,+55d31m16.399s,196.4426253,55.5212221,G,16450.6458548552,0.054873448,SLS,11,0,51,6,4,8,0,0,0,1
410,WISEA J131051.07+510516.8,13h10m51.0716s,+51d05m16.867s,197.7127984,51.0880188,G,28601.9752645514,0.09540592,SLS,14,0,51,6,4,8,0,0,0,1
411,HETDEX J131522.93+504527.1,13h15m22.9576s,+50d45m25.488s,198.845657,50.75708,G,0.0,0.0,SLS,1,0,0,3,2,0,0,0,0,0
412,WISEA J115428.99+550543.8,11h54m28.9957s,+55d05m43.896s,178.6208156,55.0955268,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
413,WISEA J120212.22+510531.8,12h02m12.2285s,+51d05m31.890s,180.5509522,51.0921918,G,21367.2877345088,0.0712736,SLS,21,0,62,7,6,10,1,0,1,1
414,WISEA J130626.21+510257.1,13h06m26.2123s,+51d02m57.105s,196.6092182,51.0491959,G,35806.5468434331,0.119437784,SLS,15,0,57,10,7,8,0,0,0,1
415,WISEA J122212.73+553832.8,12h22m12.7343s,+55d38m32.831s,185.5530597,55.6424531,G,13092.8060389882,0.0436729,SLS,15,0,63,8,6,10,0,0,1,1
416,WISEA J124624.94+510839.0,12h46m24.9406s,+51d08m39.096s,191.6039195,51.1441935,G,36717.2147011938,0.122475445,SLS,16,0,71,12,8,10,0,0,1,1
417,2MASX J12004753+5124405,12h00m47.5488s,+51d24m40.489s,180.19812,51.411247,G,39080.2373146791,0.13035764,SLS,11,0,39,7,5,6,0,0,1,1
418,WISEA J121502.63+511341.5,12h15m02.6399s,+51d13m41.580s,183.7609996,51.2282167,G,50473.3610192626,0.16836101,SLS,15,0,69,11,7,10,0,0,1,1
419,WISEA J125456.41+510135.7,12h54m56.4189s,+51d01m35.789s,193.735079,51.0266083,G,10725.1729172913,0.035775326,SLS,10,0,55,8,5,8,0,0,0,1
420,WISEA J121239.52+513705.5,12h12m39.5258s,+51d37m05.562s,183.1646911,51.6182117,G,24818.4670327967,0.082785495,SLS,15,0,70,13,9,10,0,0,1,1
421,WISEA J122732.82+502510.4,12h27m32.8254s,+50d25m10.453s,186.8867725,50.4195704,G,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
422,WISEA J135843.96+483935.9,13h58m43.9670s,+48d39m35.950s,209.6831962,48.6599863,G,0.0,0.0,SLS,1,0,30,4,1,6,0,0,1,0
423,WISEA J115157.70+550808.4,11h51m57.7000s,+55d08m08.413s,177.9904169,55.1356703,G,23891.4802723772,0.0796934,SLS,27,0,64,13,12,10,1,0,1,1
424,WISEA J121433.07+502244.3,12h14m33.0713s,+50d22m44.301s,183.6377973,50.3789727,G,30400.84693161,0.10140631,SLS,11,0,55,10,7,6,0,0,1,1
425,WISEA J123227.28+510439.1,12h32m27.2836s,+51d04m39.132s,188.1136819,51.0775368,G,12405.9533372191,0.041381806,SLS,19,0,59,16,11,8,0,0,1,1
426,WISEA J125459.69+521346.0,12h54m59.6924s,+52d13m46.030s,193.7487184,52.229453,G,18122.0853413767,0.06044877,SLS,14,0,66,10,8,10,0,0,1,1
427,WISEA J131409.58+555530.5,13h14m09.5856s,+55d55m30.527s,198.53994,55.9251464,G,9701.15203219848,0.03235956,SLS,15,0,62,10,9,10,0,0,1,1
428,WISEA J131808.69+504457.6,13h18m08.6937s,+50d44m57.626s,199.5362241,50.7493406,G,8814.06465001419,0.029400555,SLS,11,0,51,6,4,8,0,0,0,1
429,WISEA J115536.41+545537.0,11h55m36.4187s,+54d55m37.029s,178.9017446,54.9269526,G,23825.9336493601,0.07947476,SLS,17,0,63,6,4,10,0,0,1,1
430,WISEA J131154.37+511815.3,13h11m54.3770s,+51d18m15.313s,197.976571,51.3042536,G,16811.3555407359,0.056076646,SLS,17,0,66,9,7,10,0,0,1,1
431,2MASX J12103491+5512497,12h10m34.8487s,+55d12m50.169s,182.645203,55.213936,G,15422.8259997346,0.05144501,SLS,15,0,54,9,8,10,0,0,1,1
432,WISEA J122711.18+504259.2,12h27m11.1863s,+50d42m59.236s,186.7966097,50.7164545,G,12163.1166495598,0.04057179,SLS,15,0,59,10,6,8,0,0,0,1
433,WISEA J123930.46+512317.7,12h39m30.4627s,+51d23m17.717s,189.8769279,51.3882548,G,35544.9599362806,0.118565224,SLS,17,0,67,10,6,10,0,0,1,0
434,WISEA J131854.46+514302.2,13h18m54.4644s,+51d43m02.263s,199.7269352,51.7172954,G,8981.50323469406,0.02995907,SLS,11,0,55,7,4,8,0,0,0,1
435,WISEA J120711.83+504038.4,12h07m11.8384s,+50d40m38.482s,181.7993268,50.6773563,G,37240.5698899359,0.12422117,SLS,11,0,70,9,4,10,0,0,1,1
436,WISEA J130138.57+502434.1,13h01m38.4878s,+50d24m33.721s,195.410366,50.409367,G,36414.6656515425,0.12146625,SLS,20,0,67,12,10,10,0,0,1,1
437,WISEA J122835.81+511702.5,12h28m35.8159s,+51d17m02.582s,187.1492331,51.2840507,G,25846.2560092941,0.08621383,SLS,21,0,63,7,6,10,1,0,1,1
438,WISEA J132452.89+511747.7,13h24m52.8924s,+51d17m47.789s,201.2203853,51.2966082,G,24162.9798171534,0.080599025,SLS,12,0,56,7,4,8,0,0,0,1
439,WISEA J124732.81+510215.6,12h47m32.8107s,+51d02m15.684s,191.8867113,51.0376901,G,35064.1201147623,0.116961315,SLS,12,0,59,11,7,8,0,0,0,1
440,WISEA J132225.78+520223.9,13h22m25.7856s,+52d02m23.902s,200.6074403,52.0399728,G,29111.9552127797,0.09710703,SLS,17,0,62,8,7,10,1,0,1,1
441,WISEA J124643.76+540213.6,12h46m43.7676s,+54d02m13.632s,191.6823653,54.0371202,G,15614.0426232207,0.05208284,SLS,11,0,51,6,4,8,0,0,0,1
442,WISEA J123419.31+515001.0,12h34m19.3151s,+51d50m01.036s,188.5804799,51.8336213,G,28409.1367638674,0.09476268,SLS,13,0,59,11,7,8,0,0,0,1
443,WISEA J132747.07+521212.3,13h27m47.0724s,+52d12m12.336s,201.946135,52.2034268,G,4563.5400269796,0.015222331,SLS,11,0,51,8,6,8,0,0,0,1
444,WISEA J122142.64+551240.0,12h21m42.6423s,+55d12m40.074s,185.4276765,55.2111318,G,13346.164542546,0.044518013,SLS,12,0,62,8,6,10,0,0,1,1
445,WISEA J121515.24+554341.0,12h15m15.2409s,+55d43m41.015s,183.8135039,55.7280599,G,9347.0191932614,0.0311783,SLS,15,0,43,10,8,4,0,0,0,1
446,WISEA J122307.98+553738.2,12h23m07.9849s,+55d37m38.298s,185.7832706,55.6273052,G,24193.5811323038,0.0807011,SLS,15,0,66,12,8,10,0,0,1,1
447,WISEA J123606.92+520011.9,12h36m06.9229s,+52d00m11.904s,189.0288454,52.0033068,G,11100.5733329914,0.037027527,SLS,12,0,51,8,6,8,0,0,0,1
448,WISEA J115457.80+545721.0,11h54m57.8033s,+54d57m21.043s,178.7408474,54.9558454,G,5977.71921110245,0.019939525,SLS,19,0,48,12,9,8,0,0,0,1
449,WISEA J121755.01+553742.2,12h17m55.0194s,+55d37m42.227s,184.4792475,55.6283966,G,35314.951967484,0.117798,SLS,12,0,51,9,7,8,0,0,0,1
450,WISEA J120808.78+520615.2,12h08m08.7836s,+52d06m15.294s,182.0365984,52.1042485,G,17981.5408383115,0.059979964,SLS,18,0,61,10,6,8,0,0,0,1
451,WISEA J124310.44+512000.9,12h43m10.4415s,+51d20m00.904s,190.7935066,51.3335845,G,35726.6767363576,0.119171366,SLS,15,0,62,7,6,10,0,0,1,1
452,WISEA J125529.39+505152.3,12h55m29.3984s,+50d51m52.326s,193.8724934,50.8645351,G,32933.7619310439,0.109855205,SLS,18,0,65,9,8,10,0,0,1,1
453,WISEA J121349.83+553244.5,12h13m49.8321s,+55d32m44.547s,183.457634,55.5457077,G,32723.517180456,0.109153904,SLS,18,0,58,9,5,8,0,0,0,1
454,WISEA J121450.98+504714.6,12h14m50.9805s,+50d47m14.624s,183.7124189,50.7873957,G,28493.1266189007,0.09504284,SLS,15,0,69,13,9,10,0,0,1,1
455,WISEA J121714.34+510231.0,12h17m14.3491s,+51d02m31.092s,184.3097882,51.0419702,G,13959.3741263847,0.04656346,SLS,14,0,45,10,6,4,0,0,0,1
456,WISEA J123814.81+553309.7,12h38m14.8168s,+55d33m09.731s,189.561737,55.5527033,G,36475.7543607092,0.12167002,SLS,12,0,41,7,3,4,0,0,0,1
457,WISEA J131128.50+541831.8,13h11m28.5074s,+54d18m31.834s,197.8687811,54.308843,G,19087.4050644383,0.06366873,SLS,14,0,51,8,6,8,0,0,0,1
458,WISEA J123844.47+512152.8,12h38m44.4797s,+51d21m52.887s,189.6853322,51.364691,G,46800.1449338438,0.15610848,SLS,11,0,59,8,3,8,0,0,0,1
459,WISEA J131147.88+541537.4,13h11m47.8886s,+54d15m37.449s,197.9495359,54.2604027,G,19084.188291364,0.063658,SLS,1,0,12,4,2,0,0,0,0,0
460,WISEA J132713.16+510057.6,13h27m13.1648s,+51d00m57.632s,201.8048535,51.0160089,G,34464.6805981044,0.1149618,SLS,14,0,51,6,3,8,0,0,0,1
461,WISEA J120912.00+520806.4,12h09m12.0001s,+52d08m06.478s,182.3000004,52.135133,G,13047.9504918373,0.043523278,SLS,12,0,66,8,5,10,0,0,1,1
462,WISEA J124826.29+504531.2,12h48m26.2973s,+50d45m31.227s,192.1095724,50.7586743,G,28201.0897917892,0.09406871,SLS,14,0,65,8,5,10,0,0,1,1
463,WISEA J120006.47+514113.4,12h00m06.4722s,+51d41m13.458s,180.0269676,51.6870717,G,21139.6553211494,0.0705143,SLS,6,0,46,9,6,6,0,0,1,0
464,WISEA J120602.42+502457.3,12h06m02.4228s,+50d24m57.309s,181.5100952,50.4159193,G,7034.63002697,0.023465,SLS,13,0,55,7,4,8,0,0,0,1
465,WISEA J123444.48+554059.3,12h34m44.4800s,+55d40m59.380s,188.6853337,55.6831611,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
466,WISEA J120233.56+514335.5,12h02m33.5671s,+51d43m35.547s,180.6398629,51.7265409,G,24867.5955218515,0.08294937,SLS,17,0,67,9,7,10,0,0,1,1
467,WISEA J121005.58+551527.3,12h10m05.6028s,+55d15m27.493s,182.523345,55.257637,G,49.2517127487617,0.00016428603,SLS,1,0,26,6,2,4,0,0,0,1
468,WISEA J123246.82+505339.8,12h32m46.8270s,+50d53m39.841s,188.1951127,50.8944005,G,18694.4802806059,0.062358074,SLS,13,0,66,9,6,10,0,0,1,1
469,WISEA J132156.98+510723.4,13h21m56.9817s,+51d07m23.461s,200.4874238,51.1231837,G,9422.27549440822,0.031429328,SLS,11,0,36,6,4,4,0,0,0,1
470,WISEA J123250.13+504616.5,12h32m50.1302s,+50d46m16.568s,188.2088762,50.7712691,G,8912.62981477051,0.029729333,SLS,11,0,38,7,6,4,0,0,0,1
471,WISEA J124657.42+535137.9,12h46m57.4206s,+53d51m37.904s,191.7392527,53.860529,G,32018.7608730952,0.10680309,SLS,22,0,63,7,6,10,1,0,1,1
472,WISEA J120028.32+514521.8,12h00m28.3229s,+51d45m21.846s,180.1180122,51.7560684,G,20008.1186676742,0.0667399,SLS,17,0,67,9,7,10,0,0,1,1
473,WISEA J120030.28+511009.8,12h00m30.2822s,+51d10m09.881s,180.1261762,51.1694114,G,77310.47906904,0.25788,SLS,1,0,33,4,1,4,0,0,0,0
474,WISEA J122521.49+505125.7,12h25m21.4960s,+50d51m25.732s,186.3395667,50.8571479,G,27884.9916219986,0.09301432,SLS,16,0,72,7,4,12,0,0,2,1
475,WISEA J124604.87+535439.5,12h46m04.8763s,+53d54m39.582s,191.5203179,53.9109951,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
476,WISEA J120136.30+552029.4,12h01m36.3066s,+55d20m29.413s,180.4012778,55.3415038,G,24336.1534315549,0.08117667,SLS,23,0,62,7,6,10,1,0,1,1
477,WISEA J130447.22+513410.0,13h04m47.2289s,+51d34m10.085s,196.1967873,51.5694682,G,30470.9503999887,0.10164015,SLS,17,0,63,7,6,10,0,0,1,1
478,WISEA J131655.89+514441.9,13h16m55.8937s,+51d44m41.934s,199.2328908,51.7449817,G,30080.322326177,0.100337155,SLS,16,0,66,7,4,10,0,0,1,1
479,WISEA J121436.31+510452.2,12h14m36.3188s,+51d04m52.210s,183.6513285,51.0811696,G,17997.7284318737,0.06003396,SLS,13,0,70,10,6,10,0,0,1,0
480,SDSS J123418.05+520947.3,12h34m18.0576s,+52d09m47.354s,188.57524,52.163154,G,6686.77664085819,0.022304686,SLS,9,0,24,5,4,4,0,0,0,1
481,WISEA J123524.09+512431.5,12h35m24.0924s,+51d24m31.510s,188.8503852,51.4087528,G,29064.6494618696,0.096949235,SLS,13,0,55,9,6,8,0,0,0,1
