No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
878,WISEA J113550.22+515011.0,11h35m50.2273s,+51d50m11.075s,173.9592806,51.8364099,G,22564.0802123169,0.07526567,SLS,13,0,58,8,4,8,0,0,0,1
879,WISEA J134259.37+555129.0,13h42m59.3764s,+55d51m29.070s,205.747402,55.8580751,G,20304.0677863626,0.06772708,SLS,8,0,42,7,4,4,0,0,0,1
880,WISEA J145731.64+500324.1,14h57m31.6486s,+50d03m24.149s,224.3818693,50.0567083,G,21721.9886801538,0.072456755,SLS,14,0,51,10,8,8,0,0,0,1
881,WISEA J111630.88+512434.9,11h16m30.8899s,+51d24m34.934s,169.128708,51.409704,G,34278.8302596165,0.11434187,SLS,17,0,63,7,6,10,0,0,1,0
882,WISEA J134303.08+554025.5,13h43m03.0877s,+55d40m25.510s,205.7628658,55.6737528,G,39353.2942812747,0.13126846,SLS,14,0,67,9,4,10,0,0,1,1
883,WISEA J135139.48+554635.9,13h51m39.4818s,+55d46m35.958s,207.9145077,55.7766551,G,2133.38219024223,0.007116197,SLS,10,0,51,11,7,8,0,0,0,1
884,WISEA J114316.03+505257.4,11h43m16.0432s,+50d52m57.637s,175.8168468,50.882677,G,18091.4855251886,0.0603467,SLS,1,0,35,6,2,4,0,0,0,0
885,2MASS J11435919+5121348,11h43m59.1799s,+51d21m34.905s,175.996583,51.3596959,G,51153.0085090961,0.17062807,SLS,12,0,45,9,8,8,0,0,0,1
886,WISEA J114942.54+521328.2,11h49m42.5479s,+52d13m28.293s,177.427283,52.224526,G,28570.1912681542,0.0952999,SLS,18,0,63,7,5,10,1,0,1,1
887,WISEA J112101.97+513913.7,11h21m01.9363s,+51d39m13.722s,170.2580682,51.6538118,G,29074.0524523148,0.0969806,SLS,1,0,31,6,3,4,0,0,0,0
888,WISEA J113520.30+510404.8,11h35m20.3041s,+51d04m04.884s,173.8346004,51.0680235,G,38384.227152488,0.128036,SLS,1,0,31,9,6,4,0,0,0,0
889,WISEA J112058.83+511125.9,11h20m58.8305s,+51d11m25.960s,170.2451273,51.1905445,G,45423.1322199091,0.15151526,SLS,11,0,41,11,7,4,0,0,0,1
890,WISEA J141838.69+543453.7,14h18m38.6966s,+54d34m53.715s,214.661236,54.5815877,G,17657.0322909042,0.05889752,SLS,11,0,51,7,5,8,0,0,0,1
891,WISEA J111701.78+505331.1,11h17m01.7886s,+50d53m31.195s,169.2574525,50.8919988,G,45901.523036838,0.153111,SLS,1,0,31,7,4,4,0,0,0,0
892,WISEA J113227.00+514507.3,11h32m27.0066s,+51d45m07.313s,173.1125276,51.7520314,G,34963.7780801074,0.11662661,SLS,12,0,53,9,5,6,0,0,1,1
893,WISEA J111913.71+510235.1,11h19m13.7184s,+51d02m35.185s,169.8071602,51.0431072,G,-87.144271276356,-0.000290682,SLS,1,0,23,5,2,4,0,0,0,0
894,WISEA J112414.72+503616.8,11h24m14.7650s,+50d36m16.373s,171.0615211,50.6045483,G,25528.7668024984,0.0851548,SLS,1,0,27,4,2,4,0,0,0,0
895,WISEA J114418.99+521715.0,11h44m18.9975s,+52d17m15.011s,176.0791563,52.2875032,G,39582.8753456111,0.13203426,SLS,18,0,48,7,5,6,1,0,1,1
896,WISEA J114811.01+510207.3,11h48m11.0154s,+51d02m07.398s,177.0458977,51.0353885,G,38394.719888518,0.128071,SLS,14,0,65,8,5,10,0,0,1,1
897,HETDEX J134524.67+552408.1,13h45m24.6679s,+55d24m08.092s,206.352783,55.402248,G,35091.007001358,0.117051,SLS,1,0,0,2,1,0,0,0,0,0
898,WISEA J111935.08+514300.6,11h19m35.0890s,+51d43m00.656s,169.8962044,51.7168489,G,23868.2463568822,0.0796159,SLS,14,0,62,8,8,10,0,0,1,2
899,HETDEX J122536.43+560928.2,12h25m36.4416s,+56d09m30.024s,186.40184,56.15834,G,0.0,0.0,SLS,1,0,0,2,1,0,0,0,0,0
900,WISEA J111449.35+502803.8,11h14m49.3571s,+50d28m03.821s,168.7056549,50.4677282,G,32111.069968838,0.107111,SLS,1,0,31,4,1,4,0,0,0,0
901,WISEA J112932.56+502108.4,11h29m32.5684s,+50d21m08.434s,172.3857017,50.3523429,G,33794.10482805,0.112725,SLS,1,0,31,6,3,4,0,0,0,0
902,WISEA J135712.58+513032.7,13h57m12.5839s,+51d30m32.753s,209.3024333,51.5090981,G,37279.3720277748,0.1243506,SLS,6,0,34,6,4,4,0,0,0,1
903,HETDEX J134702.40+513202.4,13h47m02.3985s,+51d32m02.371s,206.759994,51.533992,G,17683.557927588,0.058986,SLS,1,0,0,6,5,0,0,0,0,0
904,WISEA J135846.18+510948.8,13h58m46.1802s,+51d09m48.848s,209.6924175,51.1635691,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
905,WISEA J111530.67+515820.0,11h15m30.6783s,+51d58m20.047s,168.8778263,51.9722353,G,63497.6524898995,0.21180537,SLS,7,0,42,9,5,4,0,0,0,1
906,WISEA J114436.58+521453.5,11h44m36.5809s,+52d14m53.537s,176.1524205,52.2482048,G,0.0,0.0,SLS,1,0,22,4,1,3,0,0,0,0
907,WISEA J140908.78+543839.8,14h09m08.7847s,+54d38m39.898s,212.2866029,54.6444161,G,2338.980757316,0.007802,SLS,2,0,31,5,1,4,0,0,0,0
908,WISEA J140834.43+544740.4,14h08m34.4314s,+54d47m40.442s,212.1434642,54.7945673,G,12352.0536511953,0.041202016,SLS,8,0,36,7,5,4,0,0,0,1
909,WISEA J141755.41+541945.4,14h17m55.4101s,+54d19m45.419s,214.4808756,54.3292832,G,14446.2664578376,0.048187558,SLS,12,0,57,10,7,8,0,0,1,1
910,WISEA J110022.04+501928.4,11h00m22.0447s,+50d19m28.438s,165.0918533,50.3245663,G,37644.639158602,0.125569,SLS,11,0,51,8,6,8,0,0,0,1
911,WISEA J114501.81+520504.0,11h45m01.8157s,+52d05m04.072s,176.2575657,52.0844646,G,39716.50483584,0.13248,SLS,14,0,53,7,4,8,0,0,0,1
912,WISEA J114753.90+505856.6,11h47m53.9077s,+50d58m56.670s,176.9746154,50.9824085,G,16198.086298198,0.054031,SLS,1,0,16,4,1,0,0,0,0,0
913,HETDEX J141033.48+515244.0,14h10m33.4788s,+51d52m44.004s,212.639495,51.87889,G,24062.541848912,0.080264,SLS,1,0,0,2,1,0,0,0,0,0
914,WISEA J112203.57+515259.1,11h22m03.5733s,+51d52m59.181s,170.5148888,51.883106,G,40290.2326523375,0.13439375,SLS,12,0,57,8,5,8,0,0,0,1
915,WISEA J112225.19+513215.9,11h22m25.1967s,+51d32m15.953s,170.6049863,51.5377648,G,7692.1312483461,0.025658188,SLS,10,0,48,6,4,8,0,0,0,1
916,WISEA J113818.35+511747.6,11h38m18.3575s,+51d17m47.667s,174.5764897,51.2965744,G,39189.169902218,0.130721,SLS,1,0,33,7,3,4,0,0,0,0
917,WISEA J114124.02+513644.1,11h41m23.9910s,+51d36m43.788s,175.3499626,51.6121634,G,6910.1861776542,0.0230499,SLS,1,0,16,7,4,0,0,0,0,0
918,WISEA J113716.95+510234.8,11h37m16.9287s,+51d02m34.485s,174.3205364,51.0429125,G,8079.4966808374,0.0269503,SLS,11,0,38,9,5,4,0,0,0,1
919,WISEA J111945.32+505758.5,11h19m45.3249s,+50d57m58.509s,169.9388538,50.9662525,G,31832.262982898,0.106181,SLS,11,0,57,8,4,8,0,0,0,1
920,WISEA J135554.60+520727.7,13h55m54.6091s,+52d07m27.735s,208.977538,52.1243709,G,54042.4621819425,0.18026625,SLS,12,0,50,8,4,6,0,0,1,1
921,2MASX J11361907+5025302,11h36m19.0874s,+50d25m30.738s,174.079531,50.425205,G,85715.010732841,0.2859145,SLS,4,0,48,5,4,10,0,0,1,1
922,WISEA J114517.97+510527.2,11h45m17.9757s,+51d05m27.214s,176.3248989,51.0908929,G,39561.811927512,0.131964,SLS,1,0,31,4,1,4,0,0,0,0
923,WISEA J105120.81+501119.6,10h51m20.8189s,+50d11m19.691s,162.8367457,50.1888033,G,49156.3997325898,0.1639681,SLS,20,0,63,10,8,10,1,0,1,1
924,WISEA J114954.59+513444.8,11h49m54.5785s,+51d34m44.906s,177.4774106,51.5791406,G,11.9659761271036,3.99142e-05,SLS,1,0,21,5,2,4,0,0,0,0
925,WISEA J134651.65+520153.9,13h46m51.6578s,+52d01m53.934s,206.715241,52.0316484,G,15340.38007586,0.05117,SLS,1,0,27,3,1,4,0,0,0,0
926,WISEA J135912.23+505104.6,13h59m12.2315s,+50d51m04.642s,209.8009646,50.8512896,G,32121.4026156954,0.107145466,SLS,12,0,62,7,5,10,0,0,1,1
927,WISEA J113018.93+511136.9,11h30m18.9355s,+51d11m36.921s,172.5788981,51.1935893,G,53262.926843028,0.177666,SLS,11,0,44,11,7,4,0,0,0,1
928,WISEA J114331.95+510543.0,11h43m31.9532s,+51d05m43.022s,175.8831384,51.0952841,G,49202.537791876,0.164122,SLS,1,0,35,7,3,4,0,0,0,0
929,WISEA J140135.17+510030.9,14h01m35.1766s,+51d00m30.911s,210.3965695,51.0085866,G,38536.1829556745,0.12854287,SLS,12,0,55,10,7,8,0,0,0,1
930,WISEA J141027.40+513052.8,14h10m27.4004s,+51d30m52.807s,212.6141685,51.5146687,G,22181.64396742,0.07399,SLS,1,0,14,4,1,0,0,0,0,0
931,WISEA J113230.25+504538.5,11h32m30.2551s,+50d45m38.542s,173.1260629,50.7607061,G,59213.50734187,0.197515,SLS,1,0,31,5,2,4,0,0,0,0
932,WISEA J141618.84+513546.2,14h16m18.8459s,+51d35m46.255s,214.0785248,51.5961821,G,50089.623675098,0.167081,SLS,2,0,42,9,6,6,0,0,1,0
933,WISEA J112759.04+504446.8,11h27m59.0416s,+50d44m46.878s,171.9960069,50.746355,G,33144.154779106,0.110557,SLS,1,0,31,5,2,4,0,0,0,0
934,WISEA J141236.32+512138.9,14h12m36.3265s,+51d21m38.941s,213.1513608,51.3608172,G,22445.85405858,0.07487131,SLS,16,0,56,7,5,8,0,0,0,1
935,WISEA J141622.23+522544.1,14h16m22.2333s,+52d25m44.124s,214.0926391,52.4289234,G,21985.7895546086,0.0733367,SLS,4,0,43,7,3,4,0,0,0,0
936,WISEA J141730.26+541928.5,14h17m30.2618s,+54d19m28.518s,214.3760911,54.3245885,G,38359.2544407366,0.1279527,SLS,15,0,56,10,6,8,0,0,0,1
937,WISEA J123700.51+561802.6,12h37m00.5190s,+56d18m02.677s,189.2521627,56.3007437,QSO,334268.59067,1.115,SLS,30,0,41,10,15,8,0,1,0,1
938,WISEA J140542.36+550112.2,14h05m42.3653s,+55d01m12.249s,211.4265222,55.0200692,G,57387.2796130189,0.19142336,SLS,12,0,46,10,6,4,0,0,0,1
939,WISEA J142105.23+520631.7,14h21m05.2380s,+52d06m31.734s,215.2718251,52.1088151,G,-38.398617190472,-0.000128084,SLS,1,0,23,6,3,2,0,0,0,0
940,WISEA J141921.67+544551.0,14h19m21.6752s,+54d45m51.089s,214.8403137,54.7641914,G,26385.333813496,0.088012,SLS,1,0,31,5,2,4,0,0,0,0
941,SDSS J112546.28+513219.8,11h25m46.2833s,+51d32m19.741s,171.4428474,51.538817,G,21028.3723607398,0.0701431,SLS,1,0,19,4,2,4,0,0,0,0
942,WISEA J134831.02+545025.6,13h48m31.0271s,+54d50m25.629s,207.1292797,54.8404525,G,23403.897818686,0.078067,SLS,1,0,12,3,1,0,0,0,0,0
943,SDSS J141902.91+525251.1,14h19m02.9171s,+52d52m51.111s,214.7621546189,52.880864312,G,0.0,0.0,SLS,3,0,23,6,1,3,0,0,0,0
944,HETDEX J114902.84+520645.6,11h49m02.8380s,+52d06m45.601s,177.261825,52.112667,G,28619.087418054,0.095463,SLS,1,0,0,2,1,0,0,0,0,0
945,WISEA J111706.18+513048.4,11h17m06.1880s,+51d30m48.483s,169.2757835,51.5134676,G,32011.239080324,0.106778,SLS,1,0,37,6,2,4,0,0,0,0
946,WISEA J113831.74+504637.1,11h38m31.7457s,+50d46m37.178s,174.632274,50.7769939,G,20564.6533867054,0.0685963,SLS,1,0,39,7,2,4,0,0,0,0
947,WISEA J135536.09+512645.4,13h55m36.0952s,+51d26m45.474s,208.9003968,51.445965,G,24984.403657262,0.083339,SLS,1,0,29,4,1,4,0,0,0,0
948,WISEA J111523.90+501930.2,11h15m23.9016s,+50d19m30.207s,168.8495903,50.3250577,G,34471.036198214,0.114983,SLS,1,0,39,7,3,4,0,0,0,0
949,WISEA J140740.45+505843.5,14h07m40.4512s,+50d58m43.552s,211.918547,50.9787646,G,37824.9553283153,0.12617047,SLS,13,0,32,5,4,4,0,0,0,1
950,WISEA J112709.13+520129.4,11h27m09.1574s,+52d01m29.217s,171.7881561,52.0247827,G,14500.7813179852,0.0483694,SLS,1,0,31,6,3,4,0,0,0,0
951,WISEA J112024.69+503659.3,11h20m24.6988s,+50d36m59.354s,170.1029119,50.6164873,G,36470.052308158,0.121651,SLS,1,0,16,4,1,0,0,0,0,0
952,SDSS J112902.22+511445.8,11h29m02.2287s,+51d14m45.818s,172.2592864,51.2460608,G,10064.5124829928,0.0335716,SLS,1,0,21,5,2,4,0,0,0,0
953,WISEA J140754.12+550218.0,14h07m54.1279s,+55d02m18.097s,211.9755333,55.0383603,G,12886.878599588,0.042986,SLS,1,0,16,4,1,0,0,0,0,0
954,WISEA J114459.04+514205.7,11h44m59.0411s,+51d42m05.751s,176.2460048,51.7015975,G,38256.51556538,0.12761,SLS,1,0,33,6,3,4,0,0,0,0
955,WISEA J140511.88+552106.8,14h05m11.8874s,+55d21m06.869s,211.2995311,55.3519082,G,26574.6737361951,0.08864357,SLS,12,0,51,7,4,6,0,0,1,1
956,WISEA J114552.47+511850.6,11h45m52.4796s,+51d18m50.623s,176.468665,51.3140621,G,38135.998997264,0.127208,SLS,1,0,33,4,1,4,0,0,0,0
957,WISEA J141732.82+510044.5,14h17m32.8486s,+51d00m44.545s,214.3868695,51.0123736,G,14705.4496290618,0.0490521,SLS,1,0,12,4,2,0,0,0,0,0
958,WISEA J112250.96+513307.9,11h22m51.0215s,+51d33m07.067s,170.7125898,51.5519631,G,38359.644170932,0.127954,SLS,1,0,31,5,2,4,0,0,0,0
959,WISEA J110530.00+501452.8,11h05m30.0079s,+50d14m52.842s,166.3750329,50.2480119,G,36882.566730366,0.123027,SLS,1,0,35,5,1,4,0,0,0,0
960,WISEA J114954.85+514539.5,11h49m54.8580s,+51d45m39.598s,177.4785753,51.7609995,G,39948.544198332,0.133254,SLS,1,0,31,6,3,4,0,0,0,0
961,WISEA J142337.39+521815.8,14h23m37.3939s,+52d18m15.821s,215.9058081,52.3043949,*,0.0,0.0,SLS,1,0,29,6,1,4,0,0,0,0
962,WISEA J145936.39+533421.2,14h59m36.3929s,+53d34m21.219s,224.9016374,53.572561,G,23071.2481072892,0.0769574,SUN,10,0,48,9,5,6,0,0,1,0
963,2MASX J14382077+5354152,14h38m20.7816s,+53d54m14.641s,219.58659,53.904067,G,9618.68512285184,0.03208448,SLS,12,0,49,7,6,10,0,0,1,1
964,2MASX J14245140+5126228,14h24m51.3540s,+51d26m22.664s,216.213975,51.439629,G,20311.4486766786,0.0677517,SLS,15,0,38,7,5,6,0,0,1,1
965,WISEA J144818.83+510401.4,14h48m18.8368s,+51d04m01.406s,222.0784869,51.0670573,*,0.0,0.0,SLS,1,0,26,5,1,4,0,0,0,0
966,WISEA J143937.52+514045.9,14h39m37.5276s,+51d40m45.958s,219.906365,51.6794328,G,23342.2185183771,0.07786126,SLS,25,0,62,7,6,10,0,0,1,1
967,WISEA J143250.19+521819.6,14h32m50.1978s,+52d18m19.622s,218.2091575,52.3054506,G,3374.0741770526,0.0112547,SLS,11,0,49,14,12,8,0,0,0,1
968,WISEA J142347.09+543304.6,14h23m47.0953s,+54d33m04.615s,215.9462305,54.5512822,G,13299.4101099661,0.044362057,SLS,16,0,69,9,5,10,0,0,1,1
969,WISEA J145402.10+532625.4,14h54m02.1043s,+53d26m25.483s,223.508768,53.4404122,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
970,WISEA J125539.72+560647.8,12h55m39.7294s,+56d06m47.868s,193.9155393,56.1132969,*,-15.2013219438016,-5.0706152e-05,SLS,1,0,23,5,2,4,0,0,0,0
971,2MFGC 12107,14h56m36.9285s,+50d52m03.733s,224.1538689,50.8677037,G,22537.5845548788,0.07517729,SLS,21,0,72,11,6,10,0,0,1,1
972,WISEA J145755.49+514051.3,14h57m55.4952s,+51d40m51.364s,224.4812301,51.6809347,G,39694.8508265987,0.13240777,SLS,15,0,62,9,7,10,0,0,1,1
973,WISEA J142244.63+520702.2,14h22m44.6379s,+52d07m02.200s,215.6859914,52.1172779,G,20175.2229837634,0.0672973,SLS,13,0,49,11,9,8,0,0,0,1
974,WISEA J130623.93+561410.6,13h06m23.9353s,+56d14m10.679s,196.5997304,56.2362998,G,31792.6693929699,0.10604893,SLS,12,0,41,7,4,4,0,0,0,1
975,WISEA J145631.77+504951.1,14h56m31.7744s,+50d49m51.133s,224.1323935,50.8308704,G,22575.984970824,0.07530538,SLS,20,0,72,12,8,10,0,0,1,1
976,WISEA J143310.45+521333.7,14h33m10.4560s,+52d13m33.781s,218.2935669,52.2260504,G,21151.1625548573,0.070552684,SLS,14,0,57,9,5,8,0,0,0,1
977,WISEA J131400.51+561520.1,13h14m00.5102s,+56d15m20.124s,198.5021262,56.2555902,G,0.0,0.0,SLS,1,0,26,5,1,4,0,0,0,0
978,WISEA J142647.35+541345.1,14h26m47.3596s,+54d13m45.192s,216.6973319,54.2292202,G,13088.4980213667,0.04365853,SLS,19,0,67,10,7,10,1,0,1,1
979,WISEA J144934.31+520350.3,14h49m34.3111s,+52d03m50.397s,222.3929629,52.0639993,G,28500.3785984597,0.09506703,SLS,14,0,41,8,5,4,0,0,0,1
980,HETDEX J145654.28+512436.4,14h56m54.4663s,+51d24m38.455s,224.226943,51.410682,G,0.0,0.0,SLS,1,0,0,3,2,0,0,0,0,0
981,WISEA J142830.12+510304.5,14h28m30.1285s,+51d03m04.554s,217.1255357,51.051265,G,24431.8591758468,0.08149591,SLS,17,0,62,7,6,10,0,0,1,1
982,WISEA J143304.57+513120.3,14h33m04.5705s,+51d31m20.383s,218.2690441,51.5223287,G,7765.77226772922,0.025903828,SLS,21,0,68,17,11,10,0,0,1,1
983,WISEA J141846.37+524303.3,14h18m46.3605s,+52d43m03.381s,214.693169,52.717606,*,-64.992906347194,-0.000216793,SLS,5,0,54,10,3,4,0,0,0,0
984,WISEA J145305.78+532113.6,14h53m05.7839s,+53d21m13.641s,223.2740999,53.3537892,G,35005.5391695068,0.11676591,SLS,14,0,57,8,5,8,0,0,1,1
985,WISEA J145437.64+505514.3,14h54m37.6485s,+50d55m14.337s,223.656869,50.9206494,G,26334.0303301585,0.08784087,SLS,12,0,47,5,4,8,0,0,0,1
986,WISEA J145450.04+505639.2,14h54m50.0405s,+50d56m39.215s,223.7085024,50.9442265,G,11210.503330038,0.037394214,SLS,11,0,59,9,5,8,0,0,0,1
987,WISEA J142615.08+513333.0,14h26m15.0861s,+51d33m33.070s,216.5628591,51.5591863,G,9621.1494168566,0.0320927,SLS,16,0,63,8,7,10,0,0,1,1
988,WISEA J142805.31+510339.9,14h28m05.3123s,+51d03m39.957s,217.0221348,51.0610992,G,22532.40114328,0.07516,SLS,14,0,55,10,7,8,0,0,0,1
989,WISEA J143741.87+514548.6,14h37m41.8714s,+51d45m48.615s,219.4244645,51.7635044,G,27345.8988281738,0.0912161,SLS,15,0,53,12,9,8,0,0,0,1
990,WISEA J144219.58+520946.6,14h42m19.5861s,+52d09m46.668s,220.581609,52.1629634,G,19653.1164306089,0.06555574,SLS,13,0,41,10,7,4,0,0,0,1
991,WISEA J144224.05+514141.7,14h42m24.0520s,+51d41m41.762s,220.600217,51.6949341,G,10112.0110004534,0.033730038,SLS,12,0,36,6,4,4,0,0,0,1
992,WISEA J145856.53+535149.8,14h58m56.5377s,+53d51m49.871s,224.7355739,53.8638533,G,28733.1134794543,0.09584335,SLS,12,0,76,8,4,10,0,0,1,1
993,WISEA J145936.85+533451.7,14h59m36.8533s,+53d34m51.776s,224.9035554,53.581049,G,22394.9807774197,0.074701615,SLS,14,0,58,8,5,8,0,0,0,1
994,WISEA J143906.04+503952.5,14h39m06.0445s,+50d39m52.569s,219.7751856,50.6646025,G,13989.9340701758,0.046665397,SLS,11,0,32,5,4,4,0,0,0,1
995,WISEA J145257.79+514122.2,14h52m57.7989s,+51d41m22.212s,223.240829,51.6895035,G,0.0,0.0,SLS,1,0,26,5,1,4,0,0,0,0
996,WISEA J145814.99+511929.8,14h58m14.9996s,+51d19m29.859s,224.5624984,51.3249609,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
997,WISEA J145529.90+512356.9,14h55m29.9014s,+51d23m56.921s,223.8745892,51.3991449,G,19358.7277316644,0.064573765,SLS,11,0,51,9,7,8,0,0,0,1
998,WISEA J144430.39+504300.4,14h44m30.3908s,+50d43m00.462s,221.1266287,50.7167951,G,21391.3430813387,0.07135384,SLS,13,0,66,8,4,10,0,0,1,1
999,WISEA J143435.88+515050.0,14h34m35.8805s,+51d50m50.004s,218.6495022,51.8472235,G,22806.5868284799,0.076074585,SLS,12,0,53,7,3,8,0,0,0,1
1000,WISEA J144535.19+520635.5,14h45m35.1923s,+52d06m35.589s,221.3966349,52.1098859,G,28580.0526412677,0.095332794,SLS,15,0,65,9,7,10,0,0,1,1
